,head,type,tail
0,Adhunik Metaliks,loss of,Q2 loss
1,Adhunik Metaliks,loss of settlement,Q2 loss
2,Adhunik Metaliks,loss of money,Q2 loss
3,Adhunik Metalik,inception,"September 25, 2017"
4,Adhunik Metalik,"dissolved, abolished or demolished date","September 25, 2017"
5,Adhunik Metalik,end time,"September 25, 2017"
6,Adhunik Metalik,publication date,2017
7,Adhunik Metalik,publication date,2018
8,Adhunik Metalik,has part,Adhunik Metalik
9,Adhunik Metalik,instance of,board meeting
10,Adhunik Metalik,significant event,board meeting
11,Adhunik Metalik,has part,board meeting
12,Adhunik Metalik,instance of,board meeting
13,Adhunik Metalik,significant event,board meeting
14,Adhunik Metalik,has part,board meeting
15,Adhunik Metaliks,instance of,board meeting
16,Adhunik,member of political party,Metaliks
17,Adhunik Metaliks,applies to jurisdiction,Metaliks
18,Adhunik Metaliks,instance of,board meeting
19,Adhunik,member of political party,Metaliks
20,Adhunik Metaliks,member of political party,Metaliks
21,Adhunik Metaliks,instance of,board meeting
22,Adhunik,member of political party,Metaliks
23,Adhunik Metaliks,member of political party,Metaliks
24,Adhunik Metaliks,instance of,dividend
25,Adhunik Metaliks,product or material produced,dividend
26,Adhunik Metaliks,parent organization,Metaliks
27,Adhunik Metalik,instance of,board meeting
28,Adhunik Metalik,significant event,board meeting
29,Adhunik Metalik,has part,board meeting
30,Adhunik Metaliks,instance of,dividend
31,Adhunik Metaliks,product or material produced,dividend
32,Adhunik Metaliks,parent organization,Metaliks
33,Adhunik Metaliks,instance of,board meeting
34,Adhunik,member of political party,Metaliks
35,Adhunik Metaliks,member of political party,Metaliks
36,Adhunik Metaliks,inception,"March 27, 2015"
37,Adhunik Metaliks,inception,2015
38,Adhunik Metaliks,"dissolved, abolished or demolished date","March 27, 2015"
39,Adhunik Metaliks,"dissolved, abolished or demolished date","April 15, 2015"
40,Adhunik Metaliks,end time,"April 15, 2015"
41,Adhunik Metaliks,significant event,AGM
42,Adhunik Metaliks,instance of,board meeting
43,Adhunik,member of political party,Metaliks
44,Adhunik Metaliks,member of political party,Metaliks
45,Adhunik Metaliks,instance of,board meeting
46,Adhunik,member of political party,Metaliks
47,Adhunik Metaliks,member of political party,Metaliks
48,Adhunik Metaliks,end time,"August 30, 2014"
49,Adhunik Metaliks,"dissolved, abolished or demolished date","August 30, 2014"
50,Adhunik Metaliks,inception,"August 30, 2014"
51,Adhunik Metalik,instance of,dividend
52,Adhunik Metalik,product or material produced,dividend
53,Adhunik Metalik's,instance of,dividend
54,Adhunik Metaliks,inception,"April 19, 2014"
55,Adhunik Metaliks,point in time,"April 19, 2014"
56,Adhunik Metaliks,member of political party,Metaliks
57,Adhunik Metaliks,court,supreme court
58,supreme court order,applies to jurisdiction,Adhunik Metaliks
59,Adhunik Metaliks,significant event,supreme court order
