,company,datePublished,author,headline,description,articleBody,tags,url
0,PI31,2018-08-03T10:12:32+05:30,"{'@type': 'Person', 'url': 'https://www.moneycontrol.com/author/moneycontrol-news-7285/', 'name': 'Moneycontrol News'}",NCLT admits bankruptcy petition against apparel firm Provogue: Report,"The firm's total debt to all lenders, including IndusInd Bank, Corporation Bank, Punjab National Bank and SIDBI adds up to Rs 228 crore","Moneycontrol News The Mumbai bench of the National Company Law Tribunal (NCLT) admitted an insolvency resolution against apparel brand Provogue (India) Ltd, according to a report by Mint. Andhra Bank&nbsp;has filed the insolvency petition against the apparel brand, claiming dues of Rs 90 crore. The firm's total debt to all lenders, including IndusInd Bank, Corporation Bank, Punjab National Bank and SIDBI,&nbsp;adds up to Rs 228 crore.  A division bench of Bhaskara Pantula Mohan and V Nallasenapathy named Jitendra Kumar Yadav as a resolution professional after admitting the company for corporate insolvency resolution process (CIRP), the report said.  &ldquo;There is an admitted debt by Provogue and the company&rsquo;s account was declared a non-performing asset (NPA) in July 2017,&rdquo; Rohan Agrawal, counsel for Andhra Bank told the paper, adding that the petition deserves to be admitted.  In FY18, the company posted a loss of Rs 154 crore on sales of Rs 91 crore.  The firm's promoters&mdash; Nikhil and Akhil Chaturvedi&mdash; lost control of the company in 2016&nbsp;to a group of lenders led by Andhra Bank, who acquired 51 percent in the company in exchange of debt for equity.  The company is keen on a revival and the lenders are hoping for quick resolution due to good brand recall, Nishit Dhruva, a managing partner of law firm MDP and Partners, who was advising Andhra Bank in the case, told the paper.  The resolution professional, however, feels that it may be too soon to say anything. &ldquo;It&rsquo;s too early to say anything but I am looking forward to a faster resolution in the case,&rdquo; Yadav told the paper. With Provogue&nbsp;joining the insolvency resolution, the number of companies seeking a loan resolution in bankruptcy courts from the textile and garment sector rises to four.&nbsp;Reid &amp;amp;amp; Taylor India Ltd, Mandhana Industries and Alok Industries Ltd are already in various stages of insolvency resolution. Provogue, which started off primarily&nbsp;as a menswear fashion brand in 1998, now sells&nbsp;womenswear and accessories, including watches, footwear and sunglasses.  At its peak in 2011, the company had 350 stores in 73 cities. The firm has its own garment manufacturing facilities in Daman and in Baddi, Himachal Pradesh.","Business, Companies, India, Insolvency resolutions, Provogue",https://www.moneycontrol.com//news/business/nclt-admits-bankruptcy-petition-against-apparel-firm-provogue-report_11248621.html
1,PI31,2017-11-14T21:28:45+05:30,"{'@type': 'Person', 'name': 'BSE Notices'}",Provogue (India): Outcome of board meeting,"We kindly want to inform you that the outcome of Board Meeting held today ie November 14, 2017.",outcome of Board Meeting held today ie 14th November 2017Source : BSE,Announcements,https://www.moneycontrol.com//news/announcements/provogue-(india)-outcomeboard-meeting_10059141.html
2,PI31,2017-09-04T22:13:42+05:30,"{'@type': 'Person', 'name': 'BSE Notices'}","Provogue's AGM held on September 28, 2017","Notice of the 21st Annual General Meeting of the Company is scheduled to be held on Thursday, September 28, 2017 at 11.00 a.m.","Notice of the 21st Annual General Meeting of the Company is scheduled to be held on Thursday, 28th September 2017 at 11.00 a.m. at Eden Hall, The Classique Club, Behind Infinity Mall, New Link Road, Andheri (West), Mumbai &ndash; 400053Source : BSE",Announcements,https://www.moneycontrol.com//news/announcements/provogue39s-agm-heldseptember-28-2017_9615101.html
3,PI31,2017-08-07T15:23:00+05:30,"{'@type': 'Person', 'name': 'BSE Notices'}","Provogue's board meeting on August 14, 2017","Provogue has informed that the board meeting will be held on August 14, 2017.",Intimation of Board Meeting and Closure of Trading WindowSource : BSE,Announcements,https://www.moneycontrol.com//news/announcements/provogue39s-board-meetingaugust-14-2017_9421561.html
4,PI31,2016-08-09T09:52:29+05:30,"{'@type': 'Person', 'name': 'webtech_news18'}",Provogue: Outcome of board meeting,"Provogue (India) Ltd has informed BSE regarding Outcome of Board Meeting held on August 09, 2016.","Provogue (India) Ltd has informed BSE regarding Outcome of Board Meeting held on August 09, 2016.Source : BSE Read all announcements in Provogue",Announcements,https://www.moneycontrol.com//news/announcements/provogue-outcomeboard-meeting_7229261.html
5,PI31,2016-05-20T13:43:34+05:30,"{'@type': 'Person', 'name': 'webtech_news18'}","Provogue's board meeting on May 27, 2016","Provogue (India) Ltd has informed BSE that a meeting of the Board of Directors of the Company is scheduled to be held on May 27, 2016, inter alia, to consider and take on record the audited financial statements of the Company for the quarter and year ended March 31, 2016.","Provogue (India) Ltd has informed BSE that a meeting of the Board of Directors of the Company is scheduled to be held on May 27, 2016, inter alia, to consider and take on record the audited financial statements of the Company for the quarter and year ended March 31, 2016.Further, in compliance with Company's Code of conduct for Insider Trading &amp;amp; fair disclosure of UPSI the trading window closure period for the said purpose is as follows:Date of commencement of period : May 20, 2016.Date of cessation of period : May 31, 2016.Source : BSE Read all announcements in Provogue",Announcements,https://www.moneycontrol.com//news/announcements/provogues-board-meetingmay-27-2016_6708521.html
6,PI31,2016-02-13T12:40:03+05:30,"{'@type': 'Person', 'name': 'Faizan Javed'}",Provogue reports Q3 net loss of Rs 49.73 crore,"The company had reported a net loss of Rs 21.84 crore during the same period last fiscal, Provogue said in a filing to BSE.","Fashion brand Provogue (India) Ltd reported widening of its net loss at Rs 49.73 crore for the quarter ended December 31, 2015. The company had reported a net loss of Rs 21.84 crore during the same period last fiscal, Provogue said in a filing to BSE. Total income from operations of the company also declined to Rs 86.15 crore during the quarter-under review as compared to Rs 142.15 crore in the same period, a year ago.","net loss, Provogue (India), Results",https://www.moneycontrol.com//news/results/provogue-reports-q3-net-lossrs-4973-crore_5457261.html
7,PI31,2016-02-10T07:36:17+05:30,"{'@type': 'Person', 'name': 'Faizan Javed'}",Provogue lenders invoke strategic debt restructuring in firm,"&amp;quot;Andhra Bank, the leader of consortium of lenders, has informed the company that at the Joint Lenders Forum (JLF) meeting held on January 25, 2016, the lenders have invoked Strategic Debt Restructuring (SDR) in the company and adopted the 'Reference Date' for the purpose as January 25, 2016,&amp;quot; the company said in a BSE filing.","Fashion brand Provogue (India) Ltd said its lenders have invoked strategic debt restructuring (SDR) in the company. &amp;quot;Andhra Bank, the leader of consortium of lenders, has informed the company that at the Joint Lenders Forum (JLF) meeting held on January 25, 2016, the lenders have invoked Strategic Debt Restructuring (SDR) in the company and adopted the 'Reference Date' for the purpose as January 25, 2016,&amp;quot; the company said in a BSE filing.","Andhra Bank, BSE, Business, Provogue (India)",https://www.moneycontrol.com//news/business/provogue-lenders-invoke-strategic-debt-restructuringfirm_5391961.html
8,PI31,2016-01-20T22:41:05+05:30,"{'@type': 'Person', 'name': 'webtech_news18'}",Provogue appoints Vishant Shetty as company secretary and CO,"Provogue (India) has informed that the Company has appointed Mr. Vishant Shetty, a member of the Institute of Company Secretaries of India as Company Secretary and Compliance Officer of the Company with effect from January 20, 2016.","Provogue (India) Ltd has informed BSE that the Company has appointed Mr. Vishant Shetty, a member of the Institute of Company Secretaries of India as Company Secretary and Compliance Officer of the Company with effect from January 20, 2016.Source : BSE Read all announcements in Provogue",Announcements,https://www.moneycontrol.com//news/announcements/provogue-appoints-vishant-shetty-as-company-secretaryco_5096981.html
9,PI31,2015-02-13T09:14:41+05:30,"{'@type': 'Person', 'name': 'webtech_news18'}",Provogue India: Outcome of board meeting,"Provogue (India) at its meeting held on February 12, 2015 decided that Mr. Rakesh Rawat, Non-executive Director who has been managing the international business of the Company, shall be retiring from the Board of Director with effect from February 13, 2015.","Provogue (India) Ltd has informed BSE that the Board of Directors of the Company at its meeting held on February 12, 2015 decided that Mr. Rakesh Rawat, Non-executive Director who has been managing the international business of the Company, shall be retiring from the Board of Director with effect from February 13, 2015 and will exclusively focus on and conduct the international business carried out by the Company through its subsidiary in Hong Kong i.e., Elite Team (HK) Limited.Source : BSE Read all announcements in Provogue",Announcements,https://www.moneycontrol.com//news/announcements/provogue-india-outcomeboard-meeting_1301448.html
